step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
4903.0,[1843],[1960647.1337398672],[6161622.988621991],[11545.0]
4908.0,[1847],[1963852.6018017377],[6171672.955220554],[11546.0]
4915.0,[1853],[1971017.8896007505],[6194138.086961906],[11577.0]
4920.0,[1856],[1974154.7969392098],[6203973.192989555],[11660.0]
4927.0,[1856],[1974154.7969392098],[6203973.192989555],[11660.0]
4932.0,[1861],[1974154.7969392098],[6203973.192989555],[11668.0]
4939.0,[1863],[1974154.7969392098],[6203973.192989555],[11668.0]
4944.0,[1867],[1974154.7969392098],[6203973.192989555],[11715.0]
4951.0,[1870],[1975121.7378980694],[6207004.765328712],[11715.0]
4956.0,[1876],[1977709.1672792349],[6215116.962913805],[11732.0]
4963.0,[1877],[1977709.1672792349],[6215116.962913805],[11732.0]
4968.0,[1881],[1979298.342836498],[6220099.353539309],[11740.0]
4975.0,[1881],[1979298.342836498],[6220099.353539309],[11740.0]
4980.0,[1885],[1982946.4996701956],[6231537.355803946],[11740.0]
4987.0,[1888],[1984297.69827738],[6235773.7050102865],[11761.0]
4992.0,[1891],[1986116.107444154],[6241474.882512648],[11805.0]
4999.0,[1892],[1986116.107444154],[6241474.882512648],[11805.0]
5004.0,[1895],[1994093.2563377155],[6266485.603261366],[11843.0]
