step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
2321.0,[591],[754944.7673975743],[2370685.0520666894],[2601.0]
2328.0,[594],[755333.7511044578],[2371904.3819554136],[2611.0]
2333.0,[600],[767888.3490831412],[2411661.9025537902],[2693.0]
2340.0,[603],[770896.6042830911],[2421093.639754126],[2693.0]
2347.0,[606],[775871.0855931205],[2436689.9946534736],[2707.0]
2354.0,[608],[783726.1317757003],[2461315.400900319],[2708.0]
2361.0,[610],[786183.3377439149],[2469019.3774061133],[2709.0]
2368.0,[613],[787975.9116415961],[2474639.4502187404],[2725.0]
2373.0,[616],[795164.1026663635],[2497176.3818868278],[2772.0]
2380.0,[623],[797006.1079048995],[2502951.5619382286],[2794.0]
2385.0,[627],[809600.8197430269],[2542436.0697963797],[2938.0]
2392.0,[632],[820212.7747879893],[2575705.095175501],[2940.0]
2399.0,[635],[843670.7913988507],[2650079.5791905485],[2972.0]
2404.0,[636],[843670.7913988507],[2650079.5791905485],[3002.0]
2411.0,[641],[846902.9077007503],[2660212.9364980655],[3026.0]
2416.0,[644],[851148.9523869244],[2673525.474823314],[3031.0]
2423.0,[651],[853143.6785358123],[2679779.460379737],[3054.0]
2430.0,[653],[853143.6785358123],[2679779.460379737],[3057.0]
2435.0,[657],[854497.6156221343],[2684024.3868941],[3112.0]
2442.0,[664],[868229.7728195782],[2727078.7729927595],[3120.0]
2447.0,[668],[871580.5095849736],[2737584.3009099597],[3170.0]
2454.0,[668],[871580.5095849736],[2737584.3009099597],[3170.0]
2461.0,[671],[873716.5952220309],[2744281.4644009396],[3170.0]
2468.0,[675],[879535.4571252603],[2762523.103682379],[3170.0]
2473.0,[678],[881676.2561859932],[2769235.0761309196],[3170.0]
2480.0,[680],[885464.8387949612],[2781113.3972483245],[3310.0]
2487.0,[685],[885464.8387949612],[2781113.3972483245],[3394.0]
2492.0,[687],[885464.8387949612],[2781113.3972483245],[3394.0]
2499.0,[689],[885975.9301782517],[2782715.73037036],[3396.0]
2504.0,[692],[885975.9301782517],[2782715.73037036],[3402.0]
2511.0,[697],[886556.2657482575],[2784535.180716497],[3412.0]
2516.0,[700],[890775.4312736877],[2797763.5056154947],[3587.0]
2523.0,[703],[892942.9583255348],[2804559.029105589],[3588.0]
2528.0,[706],[903099.1766804315],[2836672.7223243425],[3592.0]
2535.0,[710],[903099.1766804315],[2836672.7223243425],[3595.0]
2540.0,[713],[904087.3440986546],[2839770.853893557],[3596.0]
2547.0,[715],[904087.3440986546],[2839770.853893557],[3596.0]
2552.0,[717],[907399.7649880014],[2850156.245811588],[3762.0]
2559.0,[718],[907399.7649880014],[2850156.245811588],[3762.0]
2566.0,[721],[911120.0125685837],[2861820.2064091065],[3825.0]
2571.0,[723],[912489.9160296606],[2866115.1723394967],[3825.0]
2578.0,[725],[919252.8143206494],[2887316.651942314],[3829.0]
2585.0,[728],[924862.0943833144],[2904903.2235731706],[3831.0]
2592.0,[731],[927486.6348152674],[2913131.065320533],[3832.0]
2599.0,[731],[927486.6348152674],[2913131.065320533],[3832.0]
2604.0,[734],[927486.6348152674],[2913131.065320533],[3856.0]
2611.0,[737],[934255.6298320424],[2934351.01348086],[3863.0]
2616.0,[739],[939395.3232172439],[2950465.375608378],[3991.0]
2623.0,[741],[940954.5448821553],[2955353.867207282],[4017.0]
