step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
272.0,[194],[143354.20565623112],[449442.978070403],[0.0]
273.0,[194],[143354.20565623112],[449442.978070403],[0.0]
274.0,[196],[144795.0715955149],[453960.3620706744],[0.0]
275.0,[196],[144795.0715955149],[453960.3620706744],[0.0]
276.0,[199],[147029.69063301],[460966.3324014732],[0.0]
277.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
278.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
279.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
280.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
281.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
282.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
283.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
284.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
285.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
286.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
287.0,[200],[147722.16149071066],[463137.3478463075],[0.0]
288.0,[208],[153734.75163556493],[481988.0161151006],[0.0]
289.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
290.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
291.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
292.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
293.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
294.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
295.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
296.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
297.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
298.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
299.0,[212],[156499.07401502226],[490654.6307775803],[0.0]
300.0,[215],[158730.04800443674],[497649.1695065837],[0.0]
301.0,[216],[159396.99231529568],[499740.1311730064],[0.0]
302.0,[216],[159396.99231529568],[499740.1311730064],[0.0]
303.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
304.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
305.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
306.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
307.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
308.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
309.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
310.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
311.0,[218],[160906.7415556423],[504473.49847942893],[0.0]
312.0,[224],[165458.30677113362],[518743.56947060005],[0.0]
313.0,[226],[166854.93540634087],[523122.24436253076],[0.0]
314.0,[226],[166854.93540634087],[523122.24436253076],[0.0]
