step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
2699.0,[1774],[1307527.5039753192],[4099321.6627288344],[0.0]
2700.0,[1778],[1310559.3890432157],[4108827.232839413],[0.0]
2701.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2702.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2703.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2704.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2705.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2706.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2707.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2708.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2709.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2710.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2711.0,[1780],[1311944.9525463555],[4113171.213348821],[0.0]
2712.0,[1786],[1316467.9262338888],[4127351.642477579],[0.0]
2713.0,[1788],[1317824.8414858067],[4131605.783829302],[0.0]
2714.0,[1788],[1317824.8414858067],[4131605.783829302],[0.0]
2715.0,[1788],[1317824.8414858067],[4131605.783829302],[0.0]
2716.0,[1788],[1317824.8414858067],[4131605.783829302],[0.0]
2717.0,[1790],[1319471.0691973248],[4136766.7718040803],[0.0]
2718.0,[1790],[1319471.0691973248],[4136766.7718040803],[0.0]
2719.0,[1790],[1319471.0691973248],[4136766.7718040803],[0.0]
2720.0,[1790],[1319471.0691973248],[4136766.7718040803],[0.0]
2721.0,[1790],[1319471.0691973248],[4136766.7718040803],[0.0]
2722.0,[1790],[1319471.0691973248],[4136766.7718040803],[0.0]
2723.0,[1790],[1319471.0691973248],[4136766.7718040803],[0.0]
2724.0,[1792],[1320920.5301932006],[4141311.1019016397],[0.0]
2725.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2726.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2727.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2728.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2729.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2730.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2731.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2732.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2733.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2734.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2735.0,[1794],[1322296.2191209428],[4145624.093182389],[0.0]
2736.0,[1800],[1326734.002044008],[4159537.4087598524],[0.0]
2737.0,[1804],[1329484.9648311548],[4168162.127524905],[0.0]
2738.0,[1805],[1330232.951814363],[4170507.109897765],[0.0]
2739.0,[1806],[1330983.7936078578],[4172861.0415364434],[0.0]
2740.0,[1806],[1330983.7936078578],[4172861.0415364434],[0.0]
2741.0,[1806],[1330983.7936078578],[4172861.0415364434],[0.0]
2742.0,[1806],[1330983.7936078578],[4172861.0415364434],[0.0]
2743.0,[1808],[1332607.6040060448],[4177951.754046887],[0.0]
2744.0,[1808],[1332607.6040060448],[4177951.754046887],[0.0]
2745.0,[1808],[1332607.6040060448],[4177951.754046887],[0.0]
2746.0,[1808],[1332607.6040060448],[4177951.754046887],[0.0]
2747.0,[1808],[1332607.6040060448],[4177951.754046887],[0.0]
2748.0,[1810],[1334189.9769516143],[4182912.825093707],[0.0]
2749.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2750.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2751.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2752.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2753.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2754.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2755.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2756.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2757.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2758.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2759.0,[1812],[1335626.4999468133],[4187416.5874881386],[0.0]
2760.0,[1817],[1339298.8695978196],[4198930.171605884],[0.0]
2761.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2762.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2763.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2764.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2765.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2766.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2767.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2768.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2769.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2770.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2771.0,[1820],[1341331.7996879998],[4205303.699377105],[0.0]
2772.0,[1824],[1344308.9944004621],[4214637.790114561],[0.0]
2773.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2774.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2775.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2776.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
2777.0,[1826],[1345658.097263943],[4218867.434806423],[0.0]
